time_steps;Last_L;Gaskessel;el_Leistungsbedarf_L;el_Leistung_L;el_Leistung_ges_L
2021-11-19 21:00:00;1897.747012862284;1897.747012862284;0.0;0.0;0.0
2021-11-19 22:00:00;1478.9609789510414;1478.9609789510414;0.0;0.0;0.0
2021-11-19 23:00:00;1098.0630925389648;1098.0630925389648;0.0;0.0;0.0
2021-11-20 00:00:00;1381.9893178780635;1381.9893178780635;0.0;0.0;0.0
2021-11-20 01:00:00;1475.068358669261;1475.068358669261;0.0;0.0;0.0
2021-11-20 02:00:00;1498.4069331887715;1498.4069331887715;0.0;0.0;0.0
2021-11-20 03:00:00;1622.651360688442;1622.651360688442;0.0;0.0;0.0
2021-11-20 04:00:00;2081.2142190678724;2081.2142190678724;0.0;0.0;0.0
2021-11-20 05:00:00;3042.032453520963;3042.032453520963;0.0;0.0;0.0
2021-11-20 06:00:00;3138.129195838925;3138.129195838925;0.0;0.0;0.0
2021-11-20 07:00:00;3058.556639712222;3058.556639712222;0.0;0.0;0.0
2021-11-20 08:00:00;2842.833466994905;2842.833466994905;0.0;0.0;0.0
2021-11-20 09:00:00;2776.483958104869;2776.483958104869;0.0;0.0;0.0
2021-11-20 10:00:00;2708.42814685468;2708.42814685468;0.0;0.0;0.0
2021-11-20 11:00:00;2603.0550556286084;2603.0550556286084;0.0;0.0;0.0
2021-11-20 12:00:00;2580.403986245594;2580.403986245594;0.0;0.0;0.0
2021-11-20 13:00:00;2603.101467603976;2603.101467603976;0.0;0.0;0.0
2021-11-20 14:00:00;2624.641080487907;2624.641080487907;0.0;0.0;0.0
2021-11-20 15:00:00;2651.3613128863567;2651.3613128863567;0.0;0.0;0.0
2021-11-20 16:00:00;2766.2095277373546;2766.2095277373546;0.0;0.0;0.0
2021-11-20 17:00:00;2867.600439911808;2867.600439911808;0.0;0.0;0.0
2021-11-20 18:00:00;2945.0505209617304;2945.0505209617304;0.0;0.0;0.0
2021-11-20 19:00:00;2950.006351954972;2950.006351954972;0.0;0.0;0.0
2021-11-20 20:00:00;2906.957336839872;2906.957336839872;0.0;0.0;0.0
2021-11-20 21:00:00;2664.607014200284;2664.607014200284;0.0;0.0;0.0
2021-11-20 22:00:00;2246.2806484058224;2246.2806484058224;0.0;0.0;0.0
2021-11-20 23:00:00;1658.3879548200546;1658.3879548200546;0.0;0.0;0.0
2021-11-21 00:00:00;1320.220815862618;1320.220815862618;0.0;0.0;0.0
2021-11-21 01:00:00;1443.4501030423185;1443.4501030423185;0.0;0.0;0.0
2021-11-21 02:00:00;1470.634086583983;1470.634086583983;0.0;0.0;0.0
