Typ;Wochentag;Temperatur;Stunde;Stundenfaktor
GBH;3;-7.5;13;3.85
GBH;3;-7.5;14;3.88
GBH;3;-7.5;15;3.97
GBH;3;-7.5;16;4.05
GBH;3;-7.5;17;4.25
GBH;3;-7.5;18;4.44
GBH;3;-7.5;19;4.57
GBH;3;-7.5;20;4.44
GBH;3;-7.5;21;4.26
GBH;3;-7.5;22;4.29
GBH;3;-7.5;23;3.82
GBH;3;-2.5;0;3.28
GBH;3;-2.5;1;3.17
GBH;3;-2.5;2;3.27
GBH;3;-2.5;3;3.42
GBH;3;-2.5;4;3.87
GBH;3;-2.5;5;4.31
GBH;3;-2.5;6;4.92
GBH;3;-2.5;7;5.22
GBH;3;-2.5;8;5.27
GBH;3;-2.5;9;4.59
GBH;3;-2.5;10;4.31
GBH;3;-2.5;11;4.31
GBH;3;-2.5;12;4.17
GBH;3;-2.5;13;4.06
GBH;3;-2.5;14;4.04
GBH;3;-2.5;15;4.1
GBH;3;-2.5;16;4.05
GBH;3;-2.5;17;4.48
GBH;3;-2.5;18;4.37
GBH;3;-2.5;19;4.65
GBH;3;-2.5;20;4.52
GBH;3;-2.5;21;4.19
GBH;3;-2.5;22;3.76
GBH;3;-2.5;23;3.67
GBH;3;2.5;0;3.33
GBH;3;2.5;1;3.3
GBH;3;2.5;2;3.29
GBH;3;2.5;3;3.76
GBH;3;2.5;4;4.29
GBH;3;2.5;5;4.52
GBH;3;2.5;6;4.89
GBH;3;2.5;7;5.28
GBH;3;2.5;8;4.86
GBH;3;2.5;9;4.48
GBH;3;2.5;10;4.17
GBH;3;2.5;11;4.18
GBH;3;2.5;12;4.02
GBH;3;2.5;13;3.82
GBH;3;2.5;14;3.91
GBH;3;2.5;15;4.02
GBH;3;2.5;16;4.03
GBH;3;2.5;17;4.4
GBH;3;2.5;18;4.54
GBH;3;2.5;19;4.66
GBH;3;2.5;20;4.66
GBH;3;2.5;21;4.37
GBH;3;2.5;22;3.74
GBH;3;2.5;23;3.48
GBH;3;7.5;0;3.09
GBH;3;7.5;1;3.24
GBH;3;7.5;2;3.08
GBH;3;7.5;3;3.73
GBH;3;7.5;4;4.52
GBH;3;7.5;5;4.6
GBH;3;7.5;6;5.37
GBH;3;7.5;7;5.64
GBH;3;7.5;8;4.97
GBH;3;7.5;9;4.48
GBH;3;7.5;10;4.26
GBH;3;7.5;11;3.99
GBH;3;7.5;12;3.83
GBH;3;7.5;13;3.74
GBH;3;7.5;14;3.72
GBH;3;7.5;15;3.8
GBH;3;7.5;16;3.94
GBH;3;7.5;17;4.33
GBH;3;7.5;18;4.57
GBH;3;7.5;19;4.77
GBH;3;7.5;20;4.75
GBH;3;7.5;21;4.45
GBH;3;7.5;22;3.77
GBH;3;7.5;23;3.36
GBH;3;12.5;0;2.64
GBH;3;12.5;1;2.78
GBH;3;12.5;2;2.75
GBH;3;12.5;3;3.51
GBH;3;12.5;4;4.5
GBH;3;12.5;5;4.71
GBH;3;12.5;6;6.22
GBH;3;12.5;7;7.08
GBH;3;12.5;8;5.06
GBH;3;12.5;9;4.32
GBH;3;12.5;10;4.36
GBH;3;12.5;11;3.87
GBH;3;12.5;12;3.77
GBH;3;12.5;13;3.48
GBH;3;12.5;14;3.57
GBH;3;12.5;15;3.65
GBH;3;12.5;16;3.56
GBH;3;12.5;17;4.18
GBH;3;12.5;18;4.29
GBH;3;12.5;19;4.78
GBH;3;12.5;20;4.78
GBH;3;12.5;21;4.67
GBH;3;12.5;22;4.13
GBH;3;12.5;23;3.34
GBH;3;17.5;0;2.14
GBH;3;17.5;1;2.14
GBH;3;17.5;2;2.33
GBH;3;17.5;3;3.52
GBH;3;17.5;4;4.93
GBH;3;17.5;5;4.85
GBH;3;17.5;6;6.37
GBH;3;17.5;7;7.88
GBH;3;17.5;8;5.28
GBH;3;17.5;9;4.54
GBH;3;17.5;10;3.74
GBH;3;17.5;11;4.06
GBH;3;17.5;12;3.74
GBH;3;17.5;13;3.32
GBH;3;17.5;14;3.93
GBH;3;17.5;15;3.89
GBH;3;17.5;16;3.41
GBH;3;17.5;17;4.32
GBH;3;17.5;18;4.42
GBH;3;17.5;19;4.82
GBH;3;17.5;20;4.81
GBH;3;17.5;21;4.67
GBH;3;17.5;22;4.08
GBH;3;17.5;23;2.81
GBH;3;22.5;0;1.64
GBH;3;22.5;1;1.62
GBH;3;22.5;2;1.69
GBH;3;22.5;3;3.7
GBH;3;22.5;4;5.53
GBH;3;22.5;5;5.01
GBH;3;22.5;6;6.52
GBH;3;22.5;7;8.87
GBH;3;22.5;8;5.94
GBH;3;22.5;9;4.44
GBH;3;22.5;10;3.87
GBH;3;22.5;11;3.57
GBH;3;22.5;12;3.65
GBH;3;22.5;13;3.37
GBH;3;22.5;14;3.8
GBH;3;22.5;15;3.75
GBH;3;22.5;16;3.29
GBH;3;22.5;17;4.25
GBH;3;22.5;18;4.34
GBH;3;22.5;19;4.93
GBH;3;22.5;20;4.92
GBH;3;22.5;21;4.44
GBH;3;22.5;22;4.32
GBH;3;22.5;23;2.54
GBH;3;27.5;0;1.29
GBH;3;27.5;1;1.36
GBH;3;27.5;2;1.42
GBH;3;27.5;3;3.57
GBH;3;27.5;4;5.64
GBH;3;27.5;5;5.1
GBH;3;27.5;6;7.18
GBH;3;27.5;7;9.77
GBH;3;27.5;8;6.04
GBH;3;27.5;9;4.36
GBH;3;27.5;10;3.97
GBH;3;27.5;11;3.42
GBH;3;27.5;12;3.53
GBH;3;27.5;13;3.19
GBH;3;27.5;14;3.62
GBH;3;27.5;15;3.56
GBH;3;27.5;16;3.06
GBH;3;27.5;17;4.14
GBH;3;27.5;18;4.22
GBH;3;27.5;19;4.99
GBH;3;27.5;20;4.99
GBH;3;27.5;21;4.59
GBH;3;27.5;22;4.52
GBH;3;27.5;23;2.47
GBH;4;-17.5;0;3.97
GBH;4;-17.5;1;3.94
GBH;4;-17.5;2;3.66
GBH;4;-17.5;3;3.61
GBH;4;-17.5;4;4.08
GBH;4;-17.5;5;4.76
GBH;4;-17.5;6;4.66
GBH;4;-17.5;7;5.28
GBH;4;-17.5;8;4.83
GBH;4;-17.5;9;4.7
GBH;4;-17.5;10;4.61
GBH;4;-17.5;11;4.23
GBH;4;-17.5;12;3.83
GBH;4;-17.5;13;3.58
GBH;4;-17.5;14;3.47
GBH;4;-17.5;15;3.61
GBH;4;-17.5;16;3.96
GBH;4;-17.5;17;3.95
GBH;4;-17.5;18;4.46
GBH;4;-17.5;19;4.3
GBH;4;-17.5;20;4.08
GBH;4;-17.5;21;4.29
GBH;4;-17.5;22;4.14
GBH;4;-17.5;23;4
GBH;4;-12.5;0;3.88
GBH;4;-12.5;1;3.85
GBH;4;-12.5;2;3.56
GBH;4;-12.5;3;3.64
GBH;4;-12.5;4;3.93
GBH;4;-12.5;5;4.26
GBH;4;-12.5;6;4.76
GBH;4;-12.5;7;5.33
GBH;4;-12.5;8;4.86
GBH;4;-12.5;9;4.56
GBH;4;-12.5;10;4.54
GBH;4;-12.5;11;4
GBH;4;-12.5;12;3.95
GBH;4;-12.5;13;3.71
GBH;4;-12.5;14;3.67
GBH;4;-12.5;15;3.79
GBH;4;-12.5;16;4.01
GBH;4;-12.5;17;4.1
GBH;4;-12.5;18;4.45
GBH;4;-12.5;19;4.43
GBH;4;-12.5;20;4.31
GBH;4;-12.5;21;4.28
GBH;4;-12.5;22;4.22
GBH;4;-12.5;23;3.91
GBH;4;-7.5;0;3.79
GBH;4;-7.5;1;3.76
GBH;4;-7.5;2;3.45
GBH;4;-7.5;3;3.86
GBH;4;-7.5;4;3.78
GBH;4;-7.5;5;3.71
GBH;4;-7.5;6;4.87
GBH;4;-7.5;7;5.38
GBH;4;-7.5;8;4.89
GBH;4;-7.5;9;4.4
GBH;4;-7.5;10;4.45
GBH;4;-7.5;11;3.76
GBH;4;-7.5;12;4.08
GBH;4;-7.5;13;3.85
GBH;4;-7.5;14;3.88
GBH;4;-7.5;15;3.97
GBH;4;-7.5;16;4.05
GBH;4;-7.5;17;4.25
GBH;4;-7.5;18;4.44
GBH;4;-7.5;19;4.57
GBH;4;-7.5;20;4.44
GBH;4;-7.5;21;4.26
GBH;4;-7.5;22;4.29
GBH;4;-7.5;23;3.82
GBH;4;-2.5;0;3.28
GBH;4;-2.5;1;3.17
GBH;4;-2.5;2;3.27
GBH;4;-2.5;3;3.42
GBH;4;-2.5;4;3.87
GBH;4;-2.5;5;4.31
GBH;4;-2.5;6;4.92
GBH;4;-2.5;7;5.22
GBH;4;-2.5;8;5.27
GBH;4;-2.5;9;4.59
GBH;4;-2.5;10;4.31
GBH;4;-2.5;11;4.31
GBH;4;-2.5;12;4.17
GBH;4;-2.5;13;4.06
GBH;4;-2.5;14;4.04
GBH;4;-2.5;15;4.1
GBH;4;-2.5;16;4.05
GBH;4;-2.5;17;4.48
GBH;4;-2.5;18;4.37
GBH;4;-2.5;19;4.65
GBH;4;-2.5;20;4.52
GBH;4;-2.5;21;4.19
GBH;4;-2.5;22;3.76
GBH;4;-2.5;23;3.67
GBH;4;2.5;0;3.33
GBH;4;2.5;1;3.3
GBH;4;2.5;2;3.29
GBH;4;2.5;3;3.76
GBH;4;2.5;4;4.29
GBH;4;2.5;5;4.52
GBH;4;2.5;6;4.89
GBH;4;2.5;7;5.28
GBH;4;2.5;8;4.86
GBH;4;2.5;9;4.48
GBH;4;2.5;10;4.17
GBH;4;2.5;11;4.18
GBH;4;2.5;12;4.02
GBH;4;2.5;13;3.82
GBH;4;2.5;14;3.91
GBH;4;2.5;15;4.02
GBH;4;2.5;16;4.03
GBH;4;2.5;17;4.4
GBH;4;2.5;18;4.54
GBH;4;2.5;19;4.66
GBH;4;2.5;20;4.66
GBH;4;2.5;21;4.37
GBH;4;2.5;22;3.74
GBH;4;2.5;23;3.48
GBH;4;7.5;0;3.09
GBH;4;7.5;1;3.24
GBH;4;7.5;2;3.08
GBH;4;7.5;3;3.73
GBH;4;7.5;4;4.52
GBH;4;7.5;5;4.6
GBH;4;7.5;6;5.37
GBH;4;7.5;7;5.64
GBH;4;7.5;8;4.97
GBH;4;7.5;9;4.48
GBH;4;7.5;10;4.26
GBH;4;7.5;11;3.99
GBH;4;7.5;12;3.83
GBH;4;7.5;13;3.74
GBH;4;7.5;14;3.72
GBH;4;7.5;15;3.8
GBH;4;7.5;16;3.94
GBH;4;7.5;17;4.33
GBH;4;7.5;18;4.57
GBH;4;7.5;19;4.77
GBH;4;7.5;20;4.75
GBH;4;7.5;21;4.45
GBH;4;7.5;22;3.77
GBH;4;7.5;23;3.36
GBH;4;12.5;0;2.64
GBH;4;12.5;1;2.78
GBH;4;12.5;2;2.75
GBH;4;12.5;3;3.51
GBH;4;12.5;4;4.5
GBH;4;12.5;5;4.71
GBH;4;12.5;6;6.22
GBH;4;12.5;7;7.08
GBH;4;12.5;8;5.06
GBH;4;12.5;9;4.32
GBH;4;12.5;10;4.36
GBH;4;12.5;11;3.87
GBH;4;12.5;12;3.77
GBH;4;12.5;13;3.48
GBH;4;12.5;14;3.57
GBH;4;12.5;15;3.65
GBH;4;12.5;16;3.56
GBH;4;12.5;17;4.18
GBH;4;12.5;18;4.29
GBH;4;12.5;19;4.78
GBH;4;12.5;20;4.78
GBH;4;12.5;21;4.67
GBH;4;12.5;22;4.13
GBH;4;12.5;23;3.34
GBH;4;17.5;0;2.14
GBH;4;17.5;1;2.14
GBH;4;17.5;2;2.33
GBH;4;17.5;3;3.52
GBH;4;17.5;4;4.93
GBH;4;17.5;5;4.85
GBH;4;17.5;6;6.37
GBH;4;17.5;7;7.88
GBH;4;17.5;8;5.28
GBH;4;17.5;9;4.54
GBH;4;17.5;10;3.74
GBH;4;17.5;11;4.06
GBH;4;17.5;12;3.74
GBH;4;17.5;13;3.32
GBH;4;17.5;14;3.93
GBH;4;17.5;15;3.89
GBH;4;17.5;16;3.41
GBH;4;17.5;17;4.32
GBH;4;17.5;18;4.42
GBH;4;17.5;19;4.82
GBH;4;17.5;20;4.81
GBH;4;17.5;21;4.67
GBH;4;17.5;22;4.08
GBH;4;17.5;23;2.81
GBH;4;22.5;0;1.64
GBH;4;22.5;1;1.62
GBH;4;22.5;2;1.69
GBH;4;22.5;3;3.7
GBH;4;22.5;4;5.53
GBH;4;22.5;5;5.01
GBH;4;22.5;6;6.52
GBH;4;22.5;7;8.87
GBH;4;22.5;8;5.94
GBH;4;22.5;9;4.44
GBH;4;22.5;10;3.87
GBH;4;22.5;11;3.57
GBH;4;22.5;12;3.65
GBH;4;22.5;13;3.37
GBH;4;22.5;14;3.8
GBH;4;22.5;15;3.75
GBH;4;22.5;16;3.29
GBH;4;22.5;17;4.25
GBH;4;22.5;18;4.34
GBH;4;22.5;19;4.93
GBH;4;22.5;20;4.92
GBH;4;22.5;21;4.44
GBH;4;22.5;22;4.32
GBH;4;22.5;23;2.54
GBH;4;27.5;0;1.29
GBH;4;27.5;1;1.36
GBH;4;27.5;2;1.42
GBH;4;27.5;3;3.57
GBH;4;27.5;4;5.64
GBH;4;27.5;5;5.1
GBH;4;27.5;6;7.18
GBH;4;27.5;7;9.77
GBH;4;27.5;8;6.04
GBH;4;27.5;9;4.36
GBH;4;27.5;10;3.97
GBH;4;27.5;11;3.42
GBH;4;27.5;12;3.53
GBH;4;27.5;13;3.19
GBH;4;27.5;14;3.62
GBH;4;27.5;15;3.56
GBH;4;27.5;16;3.06
GBH;4;27.5;17;4.14
GBH;4;27.5;18;4.22
GBH;4;27.5;19;4.99
GBH;4;27.5;20;4.99
GBH;4;27.5;21;4.59
GBH;4;27.5;22;4.52
GBH;4;27.5;23;2.47
GBH;5;-17.5;0;3.97
GBH;5;-17.5;1;3.94
GBH;5;-17.5;2;3.66
GBH;5;-17.5;3;3.61
GBH;5;-17.5;4;4.08
GBH;5;-17.5;5;4.76
GBH;5;-17.5;6;4.66
GBH;5;-17.5;7;5.28
GBH;5;-17.5;8;4.83
GBH;5;-17.5;9;4.7
GBH;5;-17.5;10;4.61
GBH;5;-17.5;11;4.23
GBH;5;-17.5;12;3.83
GBH;5;-17.5;13;3.58
GBH;5;-17.5;14;3.47
GBH;5;-17.5;15;3.61
GBH;5;-17.5;16;3.96
GBH;5;-17.5;17;3.95
GBH;5;-17.5;18;4.46
GBH;5;-17.5;19;4.3
GBH;5;-17.5;20;4.08
GBH;5;-17.5;21;4.29
GBH;5;-17.5;22;4.14
GBH;5;-17.5;23;4
GBH;5;-12.5;0;3.88
GBH;5;-12.5;1;3.85
GBH;5;-12.5;2;3.56
GBH;5;-12.5;3;3.64
GBH;5;-12.5;4;3.93
GBH;5;-12.5;5;4.26
GBH;5;-12.5;6;4.76
GBH;5;-12.5;7;5.33
GBH;5;-12.5;8;4.86
GBH;5;-12.5;9;4.56
GBH;5;-12.5;10;4.54
GBH;5;-12.5;11;4
GBH;5;-12.5;12;3.95
GBH;5;-12.5;13;3.71
GBH;5;-12.5;14;3.67
GBH;5;-12.5;15;3.79
GBH;5;-12.5;16;4.01
GBH;5;-12.5;17;4.1
GBH;5;-12.5;18;4.45
GBH;5;-12.5;19;4.43
GBH;5;-12.5;20;4.31
GBH;5;-12.5;21;4.28
GBH;5;-12.5;22;4.22
GBH;5;-12.5;23;3.91
GBH;5;-7.5;0;3.79
GBH;5;-7.5;1;3.76
GBH;5;-7.5;2;3.45
GBH;5;-7.5;3;3.86
GBH;5;-7.5;4;3.78
GBH;5;-7.5;5;3.71
GBH;5;-7.5;6;4.87
GBH;5;-7.5;7;5.38
GBH;5;-7.5;8;4.89
GBH;5;-7.5;9;4.4
GBH;5;-7.5;10;4.45
GBH;5;-7.5;11;3.76
GBH;5;-7.5;12;4.08
GBH;5;-7.5;13;3.85
GBH;5;-7.5;14;3.88
GBH;5;-7.5;15;3.97
GBH;5;-7.5;16;4.05
GBH;5;-7.5;17;4.25
GBH;5;-7.5;18;4.44
GBH;5;-7.5;19;4.57
GBH;5;-7.5;20;4.44
GBH;5;-7.5;21;4.26
GBH;5;-7.5;22;4.29
GBH;5;-7.5;23;3.82
GBH;5;-2.5;0;3.28
GBH;5;-2.5;1;3.17
GBH;5;-2.5;2;3.27
GBH;5;-2.5;3;3.42
GBH;5;-2.5;4;3.87
GBH;5;-2.5;5;4.31
GBH;5;-2.5;6;4.92
GBH;5;-2.5;7;5.22
GBH;5;-2.5;8;5.27
GBH;5;-2.5;9;4.59
GBH;5;-2.5;10;4.31
GBH;5;-2.5;11;4.31
GBH;5;-2.5;12;4.17
GBH;5;-2.5;13;4.06
GBH;5;-2.5;14;4.04
GBH;5;-2.5;15;4.1
GBH;5;-2.5;16;4.05
GBH;5;-2.5;17;4.48
GBH;5;-2.5;18;4.37
GBH;5;-2.5;19;4.65
GBH;5;-2.5;20;4.52
GBH;5;-2.5;21;4.19
GBH;5;-2.5;22;3.76
GBH;5;-2.5;23;3.67
GBH;5;2.5;0;3.33
GBH;5;2.5;1;3.3
GBH;5;2.5;2;3.29
GBH;5;2.5;3;3.76
GBH;5;2.5;4;4.29
GBH;5;2.5;5;4.52
GBH;5;2.5;6;4.89
GBH;5;2.5;7;5.28
GBH;5;2.5;8;4.86
GBH;5;2.5;9;4.48
GBH;5;2.5;10;4.17
GBH;5;2.5;11;4.18
GBH;5;2.5;12;4.02
GBH;5;2.5;13;3.82
GBH;5;2.5;14;3.91
GBH;5;2.5;15;4.02
GBH;5;2.5;16;4.03
GBH;5;2.5;17;4.4
GBH;5;2.5;18;4.54
GBH;5;2.5;19;4.66
GBH;5;2.5;20;4.66
GBH;5;2.5;21;4.37
GBH;5;2.5;22;3.74
GBH;5;2.5;23;3.48
GBH;5;7.5;0;3.09
GBH;5;7.5;1;3.24
GBH;5;7.5;2;3.08
GBH;5;7.5;3;3.73
GBH;5;7.5;4;4.52
GBH;5;7.5;5;4.6
GBH;5;7.5;6;5.37
GBH;5;7.5;7;5.64
GBH;5;7.5;8;4.97
GBH;5;7.5;9;4.48
GBH;5;7.5;10;4.26
GBH;5;7.5;11;3.99
GBH;5;7.5;12;3.83
GBH;5;7.5;13;3.74
GBH;5;7.5;14;3.72
GBH;5;7.5;15;3.8
GBH;5;7.5;16;3.94
GBH;5;7.5;17;4.33
GBH;5;7.5;18;4.57
GBH;5;7.5;19;4.77
GBH;5;7.5;20;4.75
GBH;5;7.5;21;4.45
GBH;5;7.5;22;3.77
GBH;5;7.5;23;3.36
GBH;5;12.5;0;2.64
GBH;5;12.5;1;2.78
GBH;5;12.5;2;2.75
GBH;5;12.5;3;3.51
GBH;5;12.5;4;4.5
GBH;5;12.5;5;4.71
GBH;5;12.5;6;6.22
GBH;5;12.5;7;7.08
GBH;5;12.5;8;5.06
GBH;5;12.5;9;4.32
GBH;5;12.5;10;4.36
GBH;5;12.5;11;3.87
GBH;5;12.5;12;3.77
GBH;5;12.5;13;3.48
GBH;5;12.5;14;3.57
GBH;5;12.5;15;3.65
GBH;5;12.5;16;3.56
GBH;5;12.5;17;4.18
GBH;5;12.5;18;4.29
GBH;5;12.5;19;4.78
GBH;5;12.5;20;4.78
GBH;5;12.5;21;4.67
GBH;5;12.5;22;4.13
GBH;5;12.5;23;3.34
GBH;5;17.5;0;2.14
GBH;5;17.5;1;2.14
GBH;5;17.5;2;2.33
GBH;5;17.5;3;3.52
GBH;5;17.5;4;4.93
GBH;5;17.5;5;4.85
GBH;5;17.5;6;6.37
GBH;5;17.5;7;7.88
GBH;5;17.5;8;5.28
GBH;5;17.5;9;4.54
GBH;5;17.5;10;3.74
GBH;5;17.5;11;4.06
GBH;5;17.5;12;3.74
GBH;5;17.5;13;3.32
GBH;5;17.5;14;3.93
GBH;5;17.5;15;3.89
GBH;5;17.5;16;3.41
GBH;5;17.5;17;4.32
GBH;5;17.5;18;4.42
GBH;5;17.5;19;4.82
GBH;5;17.5;20;4.81
GBH;5;17.5;21;4.67
GBH;5;17.5;22;4.08
GBH;5;17.5;23;2.81
GBH;5;22.5;0;1.64
GBH;5;22.5;1;1.62
GBH;5;22.5;2;1.69
GBH;5;22.5;3;3.7
GBH;5;22.5;4;5.53
GBH;5;22.5;5;5.01
GBH;5;22.5;6;6.52
GBH;5;22.5;7;8.87
GBH;5;22.5;8;5.94
GBH;5;22.5;9;4.44
GBH;5;22.5;10;3.87
GBH;5;22.5;11;3.57
GBH;5;22.5;12;3.65
GBH;5;22.5;13;3.37
GBH;5;22.5;14;3.8
GBH;5;22.5;15;3.75
GBH;5;22.5;16;3.29
GBH;5;22.5;17;4.25
GBH;5;22.5;18;4.34
GBH;5;22.5;19;4.93
GBH;5;22.5;20;4.92
GBH;5;22.5;21;4.44
GBH;5;22.5;22;4.32
GBH;5;22.5;23;2.54
GBH;5;27.5;0;1.29
GBH;5;27.5;1;1.36
GBH;5;27.5;2;1.42
GBH;5;27.5;3;3.57
GBH;5;27.5;4;5.64
GBH;5;27.5;5;5.1
GBH;5;27.5;6;7.18
GBH;5;27.5;7;9.77
GBH;5;27.5;8;6.04
GBH;5;27.5;9;4.36
GBH;5;27.5;10;3.97
GBH;5;27.5;11;3.42
GBH;5;27.5;12;3.53
GBH;5;27.5;13;3.19
GBH;5;27.5;14;3.62
GBH;5;27.5;15;3.56
GBH;5;27.5;16;3.06
GBH;5;27.5;17;4.14
GBH;5;27.5;18;4.22
GBH;5;27.5;19;4.99
GBH;5;27.5;20;4.99
GBH;5;27.5;21;4.59
GBH;5;27.5;22;4.52
GBH;5;27.5;23;2.47
GBH;6;-17.5;0;3.32
GBH;6;-17.5;1;3.14
GBH;6;-17.5;2;2.96
GBH;6;-17.5;3;3.11
GBH;6;-17.5;4;2.92
GBH;6;-17.5;5;4.98
GBH;6;-17.5;6;4.8
GBH;6;-17.5;7;5.39
GBH;6;-17.5;8;5.51
GBH;6;-17.5;9;5.23
GBH;6;-17.5;10;4.85
GBH;6;-17.5;11;4.55
GBH;6;-17.5;12;4.16
GBH;6;-17.5;13;3.76
GBH;6;-17.5;14;3.96
GBH;6;-17.5;15;4.17
GBH;6;-17.5;16;4.2
GBH;6;-17.5;17;4.52
GBH;6;-17.5;18;4.83
GBH;6;-17.5;19;4.18
GBH;6;-17.5;20;4.06
GBH;6;-17.5;21;4.14
GBH;6;-17.5;22;3.73
GBH;6;-17.5;23;3.53
GBH;6;-12.5;0;3.28
GBH;6;-12.5;1;2.68
GBH;6;-12.5;2;3
GBH;6;-12.5;3;3.34
GBH;6;-12.5;4;3.17
GBH;6;-12.5;5;4.87
GBH;6;-12.5;6;4.87
GBH;6;-12.5;7;5.28
GBH;6;-12.5;8;5.43
GBH;6;-12.5;9;5.11
GBH;6;-12.5;10;4.81
GBH;6;-12.5;11;4.48
GBH;6;-12.5;12;4.17
GBH;6;-12.5;13;3.81
GBH;6;-12.5;14;4.01
GBH;6;-12.5;15;4.21
GBH;6;-12.5;16;4.34
GBH;6;-12.5;17;4.55
GBH;6;-12.5;18;4.77
GBH;6;-12.5;19;4.33
GBH;6;-12.5;20;4.17
GBH;6;-12.5;21;4.17
GBH;6;-12.5;22;3.67
GBH;6;-12.5;23;3.48
GBH;6;-7.5;0;3.2
GBH;6;-7.5;1;2.86
GBH;6;-7.5;2;3.19
GBH;6;-7.5;3;3.06
GBH;6;-7.5;4;3.52
GBH;6;-7.5;5;4.73
GBH;6;-7.5;6;4.89
GBH;6;-7.5;7;5.11
GBH;6;-7.5;8;5.3
GBH;6;-7.5;9;4.92
GBH;6;-7.5;10;4.73
GBH;6;-7.5;11;4.53
GBH;6;-7.5;12;4.13
GBH;6;-7.5;13;3.81
GBH;6;-7.5;14;4.01
GBH;6;-7.5;15;4.2
GBH;6;-7.5;16;4.07
GBH;6;-7.5;17;4.36
GBH;6;-7.5;18;4.65
GBH;6;-7.5;19;4.43
GBH;6;-7.5;20;4.08
GBH;6;-7.5;21;4.39
GBH;6;-7.5;22;4.15
GBH;6;-7.5;23;3.68
GBH;6;-2.5;0;3.13
GBH;6;-2.5;1;3.04
GBH;6;-2.5;2;3.2
GBH;6;-2.5;3;3.26
GBH;6;-2.5;4;3.73
GBH;6;-2.5;5;4.08
GBH;6;-2.5;6;4.92
GBH;6;-2.5;7;4.96
GBH;6;-2.5;8;5.18
GBH;6;-2.5;9;4.74
GBH;6;-2.5;10;4.65
GBH;6;-2.5;11;4.24
GBH;6;-2.5;12;4.45
GBH;6;-2.5;13;4.21
GBH;6;-2.5;14;4.2
GBH;6;-2.5;15;4.2
GBH;6;-2.5;16;4.16
GBH;6;-2.5;17;4.31
GBH;6;-2.5;18;4.54
GBH;6;-2.5;19;4.54
GBH;6;-2.5;20;4.15
GBH;6;-2.5;21;4.38
GBH;6;-2.5;22;4.06
GBH;6;-2.5;23;3.67
GBH;6;2.5;0;2.95
GBH;6;2.5;1;3.26
GBH;6;2.5;2;3.18
GBH;6;2.5;3;3.54
GBH;6;2.5;4;4.11
GBH;6;2.5;5;4.43
GBH;6;2.5;6;5.16
GBH;6;2.5;7;5.49
GBH;6;2.5;8;5
GBH;6;2.5;9;4.59
GBH;6;2.5;10;4.24
GBH;6;2.5;11;4.32
GBH;6;2.5;12;4.09
GBH;6;2.5;13;3.85
GBH;6;2.5;14;4
GBH;6;2.5;15;4.02
GBH;6;2.5;16;4.13
GBH;6;2.5;17;4.29
GBH;6;2.5;18;4.45
GBH;6;2.5;19;4.56
GBH;6;2.5;20;4.55
GBH;6;2.5;21;4.43
GBH;6;2.5;22;4.05
GBH;6;2.5;23;3.31
GBH;6;7.5;0;3.01
GBH;6;7.5;1;3.02
GBH;6;7.5;2;3.08
GBH;6;7.5;3;3.67
GBH;6;7.5;4;4.09
GBH;6;7.5;5;4.31
GBH;6;7.5;6;5.12
GBH;6;7.5;7;5.95
GBH;6;7.5;8;5.22
GBH;6;7.5;9;4.48
GBH;6;7.5;10;4.15
GBH;6;7.5;11;4.17
GBH;6;7.5;12;4.06
GBH;6;7.5;13;3.8
GBH;6;7.5;14;3.85
GBH;6;7.5;15;3.89
GBH;6;7.5;16;3.99
GBH;6;7.5;17;4.29
GBH;6;7.5;18;4.51
GBH;6;7.5;19;4.58
GBH;6;7.5;20;4.55
GBH;6;7.5;21;4.52
GBH;6;7.5;22;4.25
GBH;6;7.5;23;3.44
GBH;6;12.5;0;2.68
GBH;6;12.5;1;2.45
GBH;6;12.5;2;2.57
GBH;6;12.5;3;3.28
GBH;6;12.5;4;4.44
GBH;6;12.5;5;4.34
GBH;6;12.5;6;6.3
GBH;6;12.5;7;6.91
GBH;6;12.5;8;5.27
GBH;6;12.5;9;4.89
GBH;6;12.5;10;3.68
GBH;6;12.5;11;3.64
GBH;6;12.5;12;3.99
GBH;6;12.5;13;3.37
GBH;6;12.5;14;3.72
GBH;6;12.5;15;3.77
GBH;6;12.5;16;3.75
GBH;6;12.5;17;4.4
GBH;6;12.5;18;4.83
GBH;6;12.5;19;4.63
GBH;6;12.5;20;4.72
GBH;6;12.5;21;4.71
GBH;6;12.5;22;4.35
GBH;6;12.5;23;3.31
GBH;6;17.5;0;2.51
GBH;6;17.5;1;2.64
GBH;6;17.5;2;2.57
GBH;6;17.5;3;3.47
GBH;6;17.5;4;4.26
GBH;6;17.5;5;4.05
GBH;6;17.5;6;6.06
GBH;6;17.5;7;7.31
GBH;6;17.5;8;5.48
GBH;6;17.5;9;5.05
GBH;6;17.5;10;3.77
GBH;6;17.5;11;3.98
GBH;6;17.5;12;3.53
GBH;6;17.5;13;3.71
GBH;6;17.5;14;3.91
GBH;6;17.5;15;3.85
GBH;6;17.5;16;3.89
GBH;6;17.5;17;4.49
GBH;6;17.5;18;4.44
GBH;6;17.5;19;4.64
GBH;6;17.5;20;4.1
GBH;6;17.5;21;4.83
GBH;6;17.5;22;4.18
GBH;6;17.5;23;3.28
GBH;6;22.5;0;2.36
GBH;6;22.5;1;2.22
