
REM Leitungsdaten
REM;
REM;
REM FLDNAM LEI;

REM Leitungsdaten
REM;Anfang;Ende;Anf.Nr.;End.Nr.;Parallel;STANET-ID;WD-Zahl;L‰nge;Innendurchm.;Rauhigkeit;Durchfluss;Geschw.;Delta p;Teilnetz;Verlustfaktor;Strassenname;Material;Strassennummer;Baujahr;Reibungsverl./km;Rohrtyp;StrangNo;Druckhˆhendiff.;Nennweite;Gebiet;Letzte ƒnderung;Temp.Soll (ext. Einfluss);Optimieren;Preis konst.;Preis/mm;Kond.abl.;Koordinate x Anfang;Koordinate y Anfang;Koordinate x Ende;Koordinate y Ende;Verlegeart;Freileitung;Textfahne;Letzter Benutzer;W‰rmeverl.leist.;Gef‰lle;Druckstufe;Ergebnisdiagramm;Druckklasse;Einf¸gen Status;Import Status;Rauheitsklasse;Ort;Ortsteil;PLZ;Geocode Qualit‰t;Widerstandszahl;Reynoldszahl;Text Abstand x;Text Abstand y;Reibungsverlust;Routing Mengenanteil;Wanddicke;Aussendurchmessser;Batches (DQ);Layer;Rohrvolumen;Reduziert zu ID;Trassennummer;Verlustleistung;Wiederbeschaf.wert;Sim. Status;Durchm. Alt;Sanierung verboten;Einzug verboten;Erneuerungsart;Erneuerungspreis;Prognostizierte Schadensrate;Eintrittswahrscheinlichkeit;Schadensausmaﬂ;Risiko;Qualit‰ts-Abfallzeit;Qualit‰t-Endwert;In L‰ngsschnitt nicht ausblenden;Hydraulische Weiche;E(t) Verkehrslast;E(t) Max. Druck/Ruhedruck;E(t) Boden/Bettung/GW;E(t) Anzahl Sch‰den;E(t) Weitere Zustandsdaten;SA Gef.Geb‰ude/Infrastr;SA Folgekosten;SA Bruchpotenzial;SA Erosionsradius;SA Druck;SA Menge;SA Besondere Anforderung;SA Tr¸bungsgrad;Brownfield Benutzer 1;Brownfield Benutzer 2;Anlagenklasse;Rehabilitationsjahr;Temperatursonde Name;Temperatursonde No;Fl‰chentyp;EBENE;SMALLWORLD TYP;Smallworld URN;ROHRTYP;SMALLWORLD VERBINDUN;SMALLWORLD INNENBESCH;SMALLWORLD AUSSENSCHU;DRUCKKLASSE;SANIERUNGSNENNWEITE;Aktiv f.Berechnung;Anzahl S‰tze*;Gelˆscht*;Satz No*
REM;;;;;;;W/K*m2;m;mm;mm;t/h;m/s;bar;;;;;;;mbar/km;;;m;;;;C;?;Ä/m;Ä/m/mm;[J/N];;;;;;[J/N];[0-5];;kW;0/00;bar;[+];;[I/U/D/K];[I/U/M];;;;;;;;;;bar;%;mm;mm;;;m3;;;kW;Ä;;mm;[J/N];[J/N];;;#/km/Jahr;;;;;;[J/N];[J/N];S1;S2;S3;S4 [S/m];S5;G1;G2;BP;ER [m]/PW;VS1;VS2;V3;TR [NTU];U1;U2;;;;;1-7;;;;;;;;;mm;;;*;
REM FLDNAM LEI;ANFNAM;ENDNAM;ANFNR;ENDNR;PARALLEL;STANETID;WDZAHL;RORL;DM;RAU;FLUSS;VM;DP;NETZNR;ZETA;STRASSE;MATERIAL;STRANUM;BAUJAHR;DPREL;ROHRTYP;STRANGNR;DPM;DN;GEBIET;LASTMODI;TU;DIASTATUS;CONPRICE;DIAPRICE;CONDIVERS;XRA;YHA;XRB;YHB;VERLEGEART;OVRHEADLIN;TXROTATE;USERNAME;WAERMEMENG;RAISE;PN;SWMMPRINT;PZONE;PASTESTATE;IMEXSTATE;RAUZONE;STRORT;STROTEIL;AREACODE;GEOQUALITY;LAMBDA;RE;FLAGOFFX;FLAGOFFY;PLOSS;PATHPART;WANDDICKE;OUTERDM;BATCHES;LAYER;PIPEVOL;NEWID;TRASSE;MECHANLOSS;WBWERT;CALCBAD;DMOLD;NORESTAUR;NORELINE;RSTAURTYP;BROWNPRICE;BROWNST;VIRTAGE;BROWNRISK;BFRISKALL;QUALDECAY;QUALFINAL;NOHIDECHRT;HYDSWITCH;BFPROBS1;BFPROBS2;BFPROBS3;BFPROBS4;BFPROBS5;BFRISKG1;BFRISKG2;BFRISKBP;BFRISKER;BFRISKVS1;BFRISKVS2;BFRISKV3;BFRISKTR;BFUSERU1;BFUSERU2;ANKLASSE;REHAJAHR;TPROBEID;TPROBENO;GROUNDTYP;TYP;SW_TYP;SWURN;ROHRTYP1;VERBINDART;INBESCH;AUSSCHUTZ;PDRUCK;SW_SAN_DN;ISACTIVE;!RECCOUNT;!DELETED;!RECNO
LEI;K1013;K1051;      5;     43;0;LEI00003265954A71E3EB;   1.58;    14.9;  21.7;   0.0470;    -0.086; -0.0666; -0.0006;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -39.19;KMR 20/125-2v;;    -0.006;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486348.77130; 5639092.47831; 5486360.80825; 5639083.74949;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0006;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      50;
LEI;K1014;K1052;      6;     44;0;LEI00003365954A726F12;   1.58;    15.6;  21.7;   0.0470;    -0.171; -0.1333; -0.0021;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.021;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486356.83978; 5639103.25329; 5486371.67007; 5639098.41578;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0021;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      51;
LEI;K1057;K1051;     49;     43;0;LEI00003465954A745BF9;   0.84;    37.4;  69.7;   0.0470;    -3.425; -0.2584; -0.0039;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;       -104.01;KMR 65/180-2v;;    -0.040;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486393.84996; 5639066.26832; 5486360.80825; 5639083.74949;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0225;     54857;     0;     0;     -0.0039;  0.0;   3.2;  76.1;     1;$PIPE_0;     0.143;;    0;      0.0004;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      52;
LEI;K1015;K1053;      7;     45;0;LEI00003565954A7A8C07;   1.58;    16.0;  21.7;   0.0470;    -0.086; -0.0666; -0.0006;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -39.19;KMR 20/125-2v;;    -0.006;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486366.15147; 5639116.42418; 5486380.04613; 5639108.59019;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0006;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      53;
LEI;K1016;K1054;      8;     46;0;LEI00003665954A7B0106;   1.58;    17.0;  21.7;   0.0470;    -0.171; -0.1333; -0.0023;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.023;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486376.39950; 5639132.89148; 5486391.53104; 5639125.05427;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0023;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      54;
LEI;K1017;K1055;      9;     47;0;LEI00003765954A7D7FE4;   1.58;    17.9;  21.7;   0.0470;    -0.086; -0.0666; -0.0007;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -39.19;KMR 20/125-2v;;    -0.007;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486383.84861; 5639143.36824; 5486400.21862; 5639136.12758;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0397;      4405;     0;     0;     -0.0007;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      55;
LEI;K1018;K1056;     10;     48;0;LEI00003865954A7E1F2C;   1.58;    17.7;  21.7;   0.0470;    -0.171; -0.1333; -0.0024;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.024;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486393.77466; 5639155.03807; 5486409.52383; 5639146.89939;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0024;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      56;
LEI;K1056;K1055;     48;     47;0;LEI00003965954A7F528E;   1.58;    14.2;  21.7;   0.0470;    -0.171; -0.1333; -0.0019;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -134.84;KMR 20/125-2v;;    -0.020;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486409.52383; 5639146.89939; 5486400.21862; 5639136.12758;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0341;      8810;     0;     0;     -0.0019;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      57;
LEI;K1055;K1054;     47;     46;0;LEI00003A65954A8166EF;   1.46;    14.1;  27.3;   0.0470;    -0.257; -0.1263; -0.0013;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -91.20;KMR 25/125-2v;;    -0.013;25;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486400.21862; 5639136.12758; 5486391.53104; 5639125.05427;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0323;     10504;     0;     0;     -0.0013;  0.0;   3.2;  33.7;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      58;
LEI;K1054;K1053;     46;     45;0;LEI00003B65954A83BD85;   0.84;    20.1;  69.7;   0.0470;     4.796;  0.3617;  0.0039;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        194.90;KMR 65/180-2v;;     0.040;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486391.53104; 5639125.05427; 5486380.04613; 5639108.59019;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0215;     76800;     0;     0;      0.0039;  0.0;   3.2;  76.1;     1;$PIPE_0;     0.077;;    0;      0.0005;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      59;
LEI;K1053;K1052;     45;     44;0;LEI00003C65954A84F1F5;   0.84;    13.2;  69.7;   0.0470;     4.710;  0.3552;  0.0025;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        188.42;KMR 65/180-2v;;     0.025;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486380.04613; 5639108.59019; 5486371.67007; 5639098.41578;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0216;     75428;     0;     0;      0.0025;  0.0;   3.2;  76.1;     1;$PIPE_0;     0.050;;    0;      0.0003;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      60;
LEI;K1052;K1051;     44;     43;0;LEI00003D65954A854373;   0.84;    18.3;  69.7;   0.0470;     4.539;  0.3423;  0.0032;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        175.78;KMR 65/180-2v;;     0.033;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486371.67007; 5639098.41578; 5486360.80825; 5639083.74949;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0217;     72685;     0;     0;      0.0032;  0.0;   3.2;  76.1;     1;$PIPE_0;     0.070;;    0;      0.0004;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      61;
LEI;RK1029;RK1070;     83;    101;0;LEI00000165954A11A0BB_A;   1.58;    12.6;  21.7;   0.0470;     0.171;  0.1292;  0.0018;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001;     0.018;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486570.58664; 5638961.01612; 5486570.61941; 5638973.61171;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0018;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      62;
LEI;RK1028;RK1070;     82;    101;0;LEI00000265954A126864_A;   1.58;    36.6;  21.7;   0.0470;     0.086;  0.0646;  0.0016;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_A;     0.016;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486569.47764; 5639010.20212; 5486570.61941; 5638973.61171;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0016;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.014;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      63;
LEI;RK1030;RK1069;     84;    102;0;LEI00000365954A14A51E_A;   1.58;    11.1;  21.7;   0.0470;     0.086;  0.0646;  0.0005;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_B;     0.005;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486556.05721; 5638962.85330; 5486556.08610; 5638973.94942;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0005;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.004;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      64;
LEI;RK1027;RK1069;     81;    102;0;LEI00000465954A15130C_A;   1.58;    40.2;  21.7;   0.0470;     0.171;  0.1292;  0.0058;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_C;     0.059;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486549.07681; 5639013.55408; 5486556.08610; 5638973.94942;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0058;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.015;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      65;
LEI;RK1031;RK1068;     85;    103;0;LEI00000565954A16591F_A;   1.58;    13.1;  21.7;   0.0470;     0.171;  0.1292;  0.0019;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_D;     0.019;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486536.88611; 5638963.50303; 5486540.62978; 5638976.08895;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0019;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      66;
LEI;RK1026;RK1068;     80;    103;0;LEI00000665954A180FF6_A;   1.58;    39.7;  21.7;   0.0470;     0.086;  0.0646;  0.0017;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_E;     0.017;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486534.85676; 5639015.39051; 5486540.62978; 5638976.08895;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0017;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.015;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      67;
LEI;RK1032;RK1067;     86;    104;0;LEI00000765954A195D1A_A;   1.58;    13.5;  21.7;   0.0470;     0.086;  0.0646;  0.0006;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_F;     0.006;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486520.19438; 5638966.24564; 5486528.26270; 5638977.02088;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0006;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      68;
LEI;RK1033;RK1066;     87;    105;0;LEI00000865954A1B8602_A;   1.58;    11.6;  21.7;   0.0470;     0.171;  0.1292;  0.0017;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_G;     0.017;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486509.68427; 5638967.77256; 5486514.65946; 5638978.25597;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0017;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.004;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      69;
LEI;RK1034;RK1065;     88;    106;0;LEI00000965954A1D3801_A;   1.58;    14.2;  21.7;   0.0470;     0.086;  0.0646;  0.0006;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_H;     0.006;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486492.06643; 5638971.11747; 5486502.29709; 5638980.98733;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0006;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      70;
LEI;RK1035;RK1064;     89;    107;0;LEI00000A65954A1E4A52_A;   1.58;    17.6;  21.7;   0.0470;     0.171;  0.1292;  0.0025;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_I;     0.026;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486477.25216; 5638982.25243; 5486493.65811; 5638988.50734;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0025;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      71;
LEI;RK1036;RK1063;     90;    108;0;LEI00000B65954A1F4938_A;   1.58;    18.6;  21.7;   0.0470;     0.086;  0.0646;  0.0008;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_J;     0.008;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486464.28629; 5638990.68351; 5486480.69851; 5638999.33754;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0008;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      72;
LEI;RK1037;RK1062;     91;    109;0;LEI00000C65954A21857D_A;   1.58;    18.8;  21.7;   0.0470;     0.171;  0.1292;  0.0027;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_K;     0.028;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486452.25446; 5639001.51135; 5486469.89810; 5639008.06284;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0027;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      73;
LEI;RK1038;RK1061;     92;    110;0;LEI00000D65954A229AE9_A;   1.58;    14.6;  21.7;   0.0470;     0.086;  0.0646;  0.0006;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_L;     0.006;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486441.14566; 5639010.53741; 5486454.45844; 5639016.50042;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0006;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      74;
LEI;RK1039;RK1060;     93;    111;0;LEI00000E65954A23EEC7_A;   1.58;    12.7;  21.7;   0.0470;     0.171;  0.1292;  0.0018;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_M;     0.019;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486429.11077; 5639020.16572; 5486440.56657; 5639025.53378;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0018;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      75;
LEI;RK1040;RK1059;     94;    112;0;LEI00000F65954A259471_A;   1.58;    16.4;  21.7;   0.0470;     0.086;  0.0646;  0.0007;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_N;     0.007;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486416.14665; 5639029.19671; 5486430.08497; 5639037.85709;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0007;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      76;
LEI;RK1041;RK1058;     95;    113;0;LEI00001065954A27DAEC_A;   1.58;    13.1;  21.7;   0.0470;     0.171;  0.1292;  0.0019;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        143.52;KMR 20/125-2v;K1001_O;     0.019;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486408.75033; 5639038.81288; 5486417.74330; 5639048.38593;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0019;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      77;
LEI;RK1042;RK1057;     96;    114;0;LEI00001165954A29B681_A;   1.58;    13.3;  21.7;   0.0470;     0.086;  0.0646;  0.0006;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;         42.39;KMR 20/125-2v;K1001_P;     0.006;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486396.39843; 5639045.44313; 5486404.15765; 5639056.21900;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0006;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;      78;
