
REM Leitungsdaten
REM;
REM;
REM FLDNAM LEI;

REM Leitungsdaten
REM;Anfang;Ende;Anf.Nr.;End.Nr.;Parallel;STANET-ID;WD-Zahl;L‰nge;Innendurchm.;Rauhigkeit;Durchfluss;Geschw.;Delta p;Teilnetz;Verlustfaktor;Strassenname;Material;Strassennummer;Baujahr;Reibungsverl./km;Rohrtyp;StrangNo;Druckhˆhendiff.;Nennweite;Gebiet;Letzte ƒnderung;Temp.Soll (ext. Einfluss);Optimieren;Preis konst.;Preis/mm;Kond.abl.;Koordinate x Anfang;Koordinate y Anfang;Koordinate x Ende;Koordinate y Ende;Verlegeart;Freileitung;Textfahne;Letzter Benutzer;W‰rmeverl.leist.;Gef‰lle;Druckstufe;Ergebnisdiagramm;Druckklasse;Einf¸gen Status;Import Status;Rauheitsklasse;Ort;Ortsteil;PLZ;Geocode Qualit‰t;Widerstandszahl;Reynoldszahl;Text Abstand x;Text Abstand y;Reibungsverlust;Routing Mengenanteil;Wanddicke;Aussendurchmessser;Batches (DQ);Layer;Rohrvolumen;Reduziert zu ID;Trassennummer;Verlustleistung;Wiederbeschaf.wert;Sim. Status;Durchm. Alt;Sanierung verboten;Einzug verboten;Erneuerungsart;Erneuerungspreis;Prognostizierte Schadensrate;Eintrittswahrscheinlichkeit;Schadensausmaﬂ;Risiko;Qualit‰ts-Abfallzeit;Qualit‰t-Endwert;In L‰ngsschnitt nicht ausblenden;Hydraulische Weiche;E(t) Verkehrslast;E(t) Max. Druck/Ruhedruck;E(t) Boden/Bettung/GW;E(t) Anzahl Sch‰den;E(t) Weitere Zustandsdaten;SA Gef.Geb‰ude/Infrastr;SA Folgekosten;SA Bruchpotenzial;SA Erosionsradius;SA Druck;SA Menge;SA Besondere Anforderung;SA Tr¸bungsgrad;Brownfield Benutzer 1;Brownfield Benutzer 2;Anlagenklasse;Rehabilitationsjahr;Temperatursonde Name;Temperatursonde No;Fl‰chentyp;EBENE;SMALLWORLD TYP;Smallworld URN;ROHRTYP;SMALLWORLD VERBINDUN;SMALLWORLD INNENBESCH;SMALLWORLD AUSSENSCHU;DRUCKKLASSE;SANIERUNGSNENNWEITE;Aktiv f.Berechnung;Anzahl S‰tze*;Gelˆscht*;Satz No*
REM;;;;;;;W/K*m2;m;mm;mm;t/h;m/s;bar;;;;;;;mbar/km;;;m;;;;C;?;Ä/m;Ä/m/mm;[J/N];;;;;;[J/N];[0-5];;kW;0/00;bar;[+];;[I/U/D/K];[I/U/M];;;;;;;;;;bar;%;mm;mm;;;m3;;;kW;Ä;;mm;[J/N];[J/N];;;#/km/Jahr;;;;;;[J/N];[J/N];S1;S2;S3;S4 [S/m];S5;G1;G2;BP;ER [m]/PW;VS1;VS2;V3;TR [NTU];U1;U2;;;;;1-7;;;;;;;;;mm;;;*;
REM FLDNAM LEI;ANFNAM;ENDNAM;ANFNR;ENDNR;PARALLEL;STANETID;WDZAHL;RORL;DM;RAU;FLUSS;VM;DP;NETZNR;ZETA;STRASSE;MATERIAL;STRANUM;BAUJAHR;DPREL;ROHRTYP;STRANGNR;DPM;DN;GEBIET;LASTMODI;TU;DIASTATUS;CONPRICE;DIAPRICE;CONDIVERS;XRA;YHA;XRB;YHB;VERLEGEART;OVRHEADLIN;TXROTATE;USERNAME;WAERMEMENG;RAISE;PN;SWMMPRINT;PZONE;PASTESTATE;IMEXSTATE;RAUZONE;STRORT;STROTEIL;AREACODE;GEOQUALITY;LAMBDA;RE;FLAGOFFX;FLAGOFFY;PLOSS;PATHPART;WANDDICKE;OUTERDM;BATCHES;LAYER;PIPEVOL;NEWID;TRASSE;MECHANLOSS;WBWERT;CALCBAD;DMOLD;NORESTAUR;NORELINE;RSTAURTYP;BROWNPRICE;BROWNST;VIRTAGE;BROWNRISK;BFRISKALL;QUALDECAY;QUALFINAL;NOHIDECHRT;HYDSWITCH;BFPROBS1;BFPROBS2;BFPROBS3;BFPROBS4;BFPROBS5;BFRISKG1;BFRISKG2;BFRISKBP;BFRISKER;BFRISKVS1;BFRISKVS2;BFRISKV3;BFRISKTR;BFUSERU1;BFUSERU2;ANKLASSE;REHAJAHR;TPROBEID;TPROBENO;GROUNDTYP;TYP;SW_TYP;SWURN;ROHRTYP1;VERBINDART;INBESCH;AUSSCHUTZ;PDRUCK;SW_SAN_DN;ISACTIVE;!RECCOUNT;!DELETED;!RECNO
LEI;RK1048;RK1049;    116;    117;0;LEI00002F65954A6C3A5B_A;   1.20;    19.3;  36.0;   0.0470;     0.514;  0.1426;  0.0017;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         87.49;KMR 32/140-2v;K1001_Z_T;     0.017;32;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486331.39628; 5639021.62296; 5486342.87915; 5639037.18723;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0315;     10799;     0;     0;      0.0017;  0.0;   3.2;  42.4;     7;$PIPE_0;     0.020;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     108;
LEI;RK1049;RK1050;    117;    118;0;LEI00003065954A6E3E5C_A;   1.20;    17.1;  36.0;   0.0470;     0.685;  0.1901;  0.0025;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        146.94;KMR 32/140-2v;K1001_Z_U;     0.026;32;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486342.87915; 5639037.18723; 5486353.42871; 5639050.65472;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0298;     14399;     0;     0;      0.0025;  0.0;   3.2;  42.4;     5;$PIPE_0;     0.017;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     109;
LEI;RK1050;RK1051;    118;    119;0;LEI00003165954A709D0B_A;   1.47;    29.1;  41.9;   0.0470;     1.028;  0.2105;  0.0042;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        145.92;KMR 40/110-S;K1001_Z_V;     0.043;40;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486353.42871; 5639050.65472; 5486371.11585; 5639073.70011;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0281;     18557;     0;     0;      0.0042;  0.0;   3.2;  48.3;     7;$PIPE_0;     0.040;;    0;      0.0001;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     110;
LEI;RK1013;RK1051;     67;    119;0;LEI00003265954A71E3EB_A;   1.58;    14.9;  21.7;   0.0470;     0.086;  0.0646;  0.0006;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         42.39;KMR 20/125-2v;K1001_Z_W;     0.006;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486359.07886; 5639082.42890; 5486371.11585; 5639073.70011;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0006;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     111;
LEI;RK1014;RK1052;     68;    120;0;LEI00003365954A726F12_A;   1.58;    15.6;  21.7;   0.0470;     0.171;  0.1292;  0.0022;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_X;     0.023;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486367.14733; 5639093.20389; 5486381.97765; 5639088.36642;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0022;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     112;
LEI;RK1057;RK1051;    114;    119;0;LEI00003465954A745BF9_A;   0.84;    37.4;  69.7;   0.0470;     3.425;  0.2536;  0.0041;   1;         0.000;Albert-Schweitzer-Straﬂe;;1704282982_0;   0;        108.39;KMR 65/180-2v;K1001_Z_Y;     0.041;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486404.15765; 5639056.21900; 5486371.11585; 5639073.70011;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0239;     37184;     0;     0;      0.0041;  0.0;   3.2;  76.1;     8;$PIPE_0;     0.143;;    0;      0.0004;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     113;
LEI;RK1015;RK1053;     69;    121;0;LEI00003565954A7A8C07_A;   1.58;    16.0;  21.7;   0.0470;     0.086;  0.0646;  0.0007;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         42.39;KMR 20/125-2v;K1001_Z_Z;     0.007;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486376.45901; 5639106.37480; 5486390.35372; 5639098.54085;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0007;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     114;
LEI;RK1016;RK1054;     70;    122;0;LEI00003665954A7B0106_A;   1.58;    17.0;  21.7;   0.0470;     0.171;  0.1292;  0.0024;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_Z_A;     0.025;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486386.70702; 5639122.84213; 5486401.83861; 5639115.00494;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0024;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.006;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     115;
LEI;RK1017;RK1055;     71;    123;0;LEI00003765954A7D7FE4_A;   1.58;    17.9;  21.7;   0.0470;     0.086;  0.0646;  0.0008;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         42.39;KMR 20/125-2v;K1001_Z_Z_B;     0.008;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486394.15613; 5639133.31890; 5486410.52619; 5639126.07827;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0437;      2986;     0;     0;      0.0008;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     116;
LEI;RK1018;RK1056;     72;    124;0;LEI00003865954A7E1F2C_A;   1.58;    17.7;  21.7;   0.0470;     0.171;  0.1292;  0.0025;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_Z_C;     0.026;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486404.08218; 5639144.98875; 5486419.83139; 5639136.85010;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0025;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.007;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     117;
LEI;RK1056;RK1055;    124;    123;0;LEI00003965954A7F528E_A;   1.58;    14.2;  21.7;   0.0470;     0.171;  0.1308;  0.0020;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        143.52;KMR 20/125-2v;K1001_Z_Z_D;     0.021;20;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486419.83139; 5639136.85010; 5486410.52619; 5639126.07827;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0370;      5972;     0;     0;      0.0020;  0.0;   2.6;  26.9;     1;$PIPE_0;     0.005;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     118;
LEI;RK1055;RK1054;    123;    122;0;LEI00003A65954A8166EF_A;   1.46;    14.1;  27.3;   0.0470;     0.257;  0.1240;  0.0014;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;         97.04;KMR 25/125-2v;K1001_Z_Z_E;     0.014;25;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486410.52619; 5639126.07827; 5486401.83861; 5639115.00494;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0350;      7120;     0;     0;      0.0014;  0.0;   3.2;  33.7;     1;$PIPE_0;     0.008;;    0;      0.0000;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     119;
LEI;RK1054;RK1053;    122;    121;0;LEI00003B65954A83BD85_A;   0.76;    20.1;  82.5;   0.0470;    -4.796; -0.2534; -0.0018;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;        -87.80;KMR 80/200-2v;K1001_Z_Z_F;    -0.018;80;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486401.83861; 5639115.00494; 5486390.35372; 5639098.54085;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0229;     43981;     0;     0;     -0.0018;  0.0;   3.2;  88.9;     4;$PIPE_0;     0.107;;    0;      0.0002;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     120;
LEI;RK1053;RK1052;    121;    120;0;LEI00003C65954A84F1F5_A;   0.84;    13.2;  69.7;   0.0470;    -4.710; -0.3487; -0.0026;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -194.99;KMR 65/180-2v;K1001_Z_Z_G;    -0.026;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486390.35372; 5639098.54085; 5486381.97765; 5639088.36642;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0227;     51128;     0;     0;     -0.0026;  0.0;   3.2;  76.1;     2;$PIPE_0;     0.050;;    0;      0.0003;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     121;
LEI;RK1052;RK1051;    120;    119;0;LEI00003D65954A854373_A;   0.84;    18.3;  69.7;   0.0470;    -4.539; -0.3361; -0.0033;   1;         0.000;Lisa-Tetzner-Straﬂe;;1704282982_1;   0;       -182.07;KMR 65/180-2v;K1001_Z_Z_H;    -0.034;65;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486381.97765; 5639088.36642; 5486371.11585; 5639073.70011;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;Zittau;;02763;; 0.0229;     49269;     0;     0;     -0.0033;  0.0;   3.2;  76.1;     3;$PIPE_0;     0.070;;    0;      0.0004;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     122;
LEI;K1054;K1071;     46;    125;0;LEI00007B65954C4F2138;   0.76;    24.9;  82.5;   0.0470;    -5.224; -0.2812; -0.0025;   1;         0.000;;;;   0;        -98.84;KMR 80/200-2v;;    -0.025;80;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486391.53104; 5639125.05427; 5486413.63919; 5639113.64980;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;;;;; 0.0214;     70677;     0;     0;     -0.0025;  0.0;   3.2;  88.9;     1;$PIPE_0;     0.133;;    0;      0.0004;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     123;
LEI;RK1072;RK1054;    126;    122;0;LEI00007C65954C55C224;   0.76;    10.4;  82.5;   0.0470;    -5.224; -0.2761; -0.0011;   1;         0.000;;;;   0;       -102.75;KMR 80/200-2v;;    -0.011;80;;     20240104090245;   0.0;?;   0.00000;   0.00000;; 5486409.60881; 5639108.16196; 5486401.83861; 5639115.00494;;;0;jp66tyda;      0.000;   0.00000;;;;;;  0;;;;; 0.0226;     47908;     0;     0;     -0.0011;  0.0;   3.2;  88.9;     2;$PIPE_0;     0.056;;    0;      0.0002;       0.00;0;   0.0;;;;      0.00;  0.00000;   0.000;  0.00;  0.00;    0.00;      0.0000;;;;;;;;;;;;;;;;;;;   0;;      0;0;;;;;;;;;     0;1;     124;;     124;
